,,,,,,,,
,020.000.3801.00,Vacuna B.C.G. suspensión inyectable,"Cada dosis de 0.1 ml de la suspensión reconstituida de bacilos atenuados contiene la cepa: Francesa 1173P2 200 000-500 000 UFC
o Danesa 1331 200 000-300 000 UFC o Glaxo*
107 800 000-3 200 000 UFC o Tokio 172 200
000-3 000 000 UFC o Montreal 200 000 3 200
000 UFC o Moscow 200 000- 1 000 000 UFC
Envase con frasco ámpula o ampolleta con liofilizado para 5 dosis y ampolletas con diluyente de 0.5 ml.",,,,,
,020.000.0147.00,Vacuna antineumococcica suspensión inyectable,"Cada dosis de 0.5 ml contiene: Polisacárido de Streptococcus pneumoniae serotipos 1, 5, 6B, 7F, 9V, 14, 23F 1 μg Polisacárido de Streptococcus pneumoniae serotipos 4, 18C, 19F 3 μg Conjugado a la proteína D de Haemophilus influenzae no tipificable 13 μg Conjugado a toxoide tetánico 8 μg Conjugado a toxoide diftérico 5 μg Envase con 10 jeringas prellenadas cada una con una dosis de 0.5 ml.",,,,,
,020.000.0147.01,Vacuna antineumococcica suspensión inyectable,"Cada dosis de 0.5 ml contiene: Polisacárido de Streptococcus pneumoniae serotipos 1, 5, 6B, 7F, 9V, 14, 23F 1 μg Polisacárido de Streptococcus pneumoniae serotipos 4, 18C, 19F 3 μg Conjugado a la proteína D de Haemophilus influenzae no tipificable 13 μg Conjugado a toxoide tetánico 8 μg Conjugado a toxoide diftérico 5 μg Envase con 10 frascos ámpula cada uno con una dosis de 0.5 ml.",,,,,
,020.000.0147.02,Vacuna antineumococcica suspensión inyectable,"Cada dosis de 0.5 ml contiene: Polisacárido de Streptococcus pneumoniae serotipos 1, 5, 6B, 7F, 9V, 14, 23F 1 μg Polisacárido de Streptococcus pneumoniae serotipos 4, 18C, 19F 3 μg Conjugado a la proteína D de Haemophilus influenzae no tipificable 13 μg Conjugado a toxoide tetánico 8 μg Conjugado a toxoide diftérico 5 μg Envase con 100
frascos ámpula cada uno con una dosis de 0.5 ml.",,,,,
,020.000.0148.00,Vacuna conjugada neumococcica 13-valente suspensión inyectable,"Cada dosis de 0.5 ml contiene: Sacáridos de Streptococcus pneumoniae de los serotipos 1 2.2 µg 3 2.2 µg 4 2.2 µg 5 2.2 µg 6A 2.2 µg 6B
4.4 µg 7F 2.2 µg 9V 2.2 µg 14 2.2 µg 18C 2.2
µg 19A 2.2 µg 19F 2.2 µg 23F 2.2 µg Proteína diftérica CRM197 32 µg Envase con una jeringa prellenada de 0.5 ml (1 dosis), y aguja.",,,,,
,020.000.0148.01,Vacuna conjugada neumococcica 13-valente suspensión inyectable,"Cada dosis de 0.5 ml contiene: Sacáridos de Streptococcus pneumoniae de los serotipos 1 2.2 µg 3 2.2 µg 4 2.2 µg 5 2.2 µg 6A 2.2 µg 6B
4.4 µg 7F 2.2 µg 9V 2.2 µg 14 2.2 µg 18C 2.2
µg 19A 2.2 µg 19F 2.2 µg 23F 2.2 µg Proteína diftérica CRM197 32 µg Envase con 10 jeringas prellenadas cada una con 0.5 ml (1 dosis) y agujas.",,,,,
,020.000.3822.00,Vacuna antiinfluenza suspensión inyectable,Cada dosis de 0.5 ml contiene: Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas: A/California/7/2009 (H1N1) 15 µg HA A/Perth/16/2009 (H3N2) 15 µg HA Cepa análoga A/Wisconsin/15/2009 B/Brisbane/60/2008 15 µg HA Envase con frasco ámpula o jeringa prellenada con una dosis.,,,,,
,020.000.3822.01,Vacuna antiinfluenza suspensión inyectable,Cada dosis de 0.5 ml contiene: Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas: A/California/7/2009 (H1N1) 15 µg HA A/Perth/16/2009 (H3N2) 15 µg HA Cepa análoga A/Wisconsin/15/2009 B/Brisbane/60/2008 15 µg HA Envase con 1 frasco ámpula con 5 ml cada uno (10 dosis).,,,,,
,020.000.3822.02,Vacuna antiinfluenza suspensión inyectable,Cada dosis de 0.5 ml contiene: Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas: A/California/7/2009 (H1N1) 15 µg HA A/Perth/16/2009 (H3N2) 15 µg HA Cepa análoga A/Wisconsin/15/2009 B/Brisbane/60/2008 15 µg HA Envase con 10 frascos ámpula con 5 ml cada uno (10 dosis).,,,,,
,020.000.3820.00,"Vacuna triple viral (SRP) contra sarampión, rubéola y parotiditis solución inyectable","Cada dosis de 0.5 ml de vacuna reconstituida contiene: Virus atenuados de sarampión de las cepas Edmonston-Zagreb (cultivados en células diploides humanas) o Edmonston- Enders o Schwarz (cultivados en fibroblastos de embrión de pollo) 3.0 log10 a 4.5 log10 DICC50 ó 1000 a 32000 DICC50 ó 103 a 3.2 x
104 DICC50 Virus atenuados de rubeola cepa Wistar RA27/3 (cultivado en células diploides humanas MRC-5 o WI-38) > 3.0 log10 DICC50 ó > 1000 DICC50 ó > 103 DICC50 Virus
atenuados de la parotiditis de las cepas Rubini o Leningrad- Zagreb o Jeryl Lynn o Urabe AM- 9 o RIT 4385 (cultivados en huevo embrionario de gallina o en células diploides humanas) > 3.7 log10 DICC50 ó > 5000 DICC50 ó > 5 x
103 DICC50 (> 4.3 log10 DICC50 ó > 20000
DICC50 ó > 2 x 104 para la cepa Jeryl Lynn) Envase con frasco ámpula con liofilizado para una dosis y diluyente.",,,,,
,020.000.3821.00,"Vacuna triple viral (SRP) contra sarampión, rubéola y parotiditis solución inyectablesolución inyectable","Cada dosis de 0.5 ml de vacuna reconstituida contiene: Virus atenuados de sarampión de las cepas Edmonston-Zagreb (cultivados en células diploides humanas) o Edmonston- Enders o Schwarz (cultivados en fibroblastos de embrión de pollo) 3.0 log10 a 4.5 log10 DICC50 ó 1000 a 32000 DICC50 ó 103 a 3.2 x
104 DICC50 Virus atenuados de rubéola cepa Wistar RA27/3 (cultivado en células diploides humanas MRC-5 o WI-38) > 3.0 log10 DICC50 ó > 1000 DICC50 o > 103 DICC50 Virus
atenuados de la parotiditis de las cepas Rubini o Leningrad- Zagreb o Jeryl Lynn o Urabe AM- 9 o RIT 4385 (cultivados en huevo embrionario de gallina o en células diploides humanas) > 3.7 log10 DICC50 ó > 5000 DICC50 ó > 5 x
103 DICC50 (> 4.3 log10 DICC50 ó > 20000
DICC50 ó > 2 x 104 para la cepa Jeryl Lynn) Envase con liofilizado para 10 dosis y diluyente.",,,,,
,020.000.3805.00,Vacuna antipertussis con toxoides diftérico y tetánico (DPT) suspensión inyectable,"Cada dosis de 0.5 ml contiene: Bordetella pertussis No más de 16 UO, Toxoide diftérico No más de 30 Lf Toxoide tetánico No más de 25 Lf o **Cada dosis de 0.5 ml contiene: Bordetella pertussis No menos de 4 UI Toxoide diftérico, Método de Reto No menos de 30 UI, Metodo de Seroneutralización Mínimo 2 UI de antitoxina/ml de suero. Toxoide tetánico, No menos de 40 UI en cobayos o No menos de 60 UI en ratones, Metodo de Seroneutralización Mínimo 2 UI de antitoxina/ml de suero. Envase con frasco ámpula de 5 ml (10 dosis).
*Formulación de proceso **Potencia de producto terminado",,,,,
,020.000.3802.00,Vacuna antipoliomielítica oral trivalente tipo sabin suspensión de virus atenuados,"Cada dosis de 0.1 ml (dos gotas) contiene al menos los poliovirus atenuados: Tipo I 1 000 000 DICC 50 Tipo II 100 000 DICC 50 Tipo III
600 000 DICC 50 Envase con frasco ámpula de plástico depresible con gotero integrado de 2 ml (20 dosis).",,,,,
,020.000.3802.01,Vacuna antipoliomielítica oral trivalente tipo sabin suspensión de virus atenuados,"Cada dosis de 0.1 ml (dos gotas) contiene al menos los poliovirus atenuados: Tipo I 1 000 000 DICC 50 Tipo II 100 000 DICC 50 Tipo III
600 000 DICC 50 Tubo de plástico depresible con 25 dosis, cada una de 0.1 ml.",,,,,
,020.000.4172.00,Vacuna contra el virus del papiloma humano suspensión inyectable,"Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 6 20μg Proteína L1 Tipo 11 40 μg
Proteína L1Tipo 16 40 μg Proteína L1 Tipo 18 20 μg Envase con 1 frasco ámpula o jeringas prellenada con 0.5 ml.",,,,,
,020.000.4172.01,Vacuna contra el virus del papiloma humano suspensión inyectable,"Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 6 20μg Proteína L1 Tipo 11 40 μg
Proteína L1Tipo 16 40 μg Proteína L1 Tipo 18 20 μg Envase con 10 frascos ámpula o jeringas prellenadas con 0.5 ml.",,,,,
,020.000.4173.00,Vacuna contra el virus del papiloma humano suspensión inyectable,Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 16 20 μg Proteína L1 Tipo 18 20 μg Envase con 1 frasco ámpula con 0.5 ml o jeringa prellenada con 0.5 ml.,,,,,
,020.000.4173.01,Vacuna contra el virus del papiloma humano suspensión inyectable,Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 16 20 μg Proteína L1 Tipo 18 20 μg Envase con 10 frascos ámpula con 0.5 ml o jeringa prellenada con 0.5 ml.,,,,,
,020.000.4173.02,Vacuna contra el virus del papiloma humano suspensión inyectable,Cada dosis de 0.5 ml contiene: Proteína L1 Tipo 16 20 μg Proteína L1 Tipo 18 20 μg Envase con 100 frascos ámpula con 0.5 ml o jeringa prellenada con 0.5 ml.,,,,,
,020.000.2511.00,Vacuna recombinante contra la hepatitis B suspensión inyectable,Cada dosis de 1 ml contiene: AgsHb 20 μg Envase con un frasco ámpula o jeringa prellenada con 1 ml,,,,,
,020.000.2526.00,Vacuna recombinante contra la hepatitis B suspensión inyectable,Cada dosis de 1 ml contiene: AgsHb 20 μg Envase con un frasco ámpula con 10 ml (10 dosis).,,,,,
,020.000.2527.00,Vacuna recombinante contra la hepatitis B suspensión inyectable,Cada dosis de 0.5 ml contiene: Antígeno de superficie del virus de la hepatitis B purificado DNA recombinante 10 μg Envase con jeringa prellenada con 0.5 ml o frasco ámpula con 0.5 ml.,,,,,
,020.000.2529.00,Vacuna recombinante contra la hepatitis B suspensión inyectable,"Cada dosis de 0.5 ml contiene: Antígeno de superficie del virus de la hepatitis B purificado DNA recombinante 5 μg Envase con 1 frasco ámpula con dosis de 0.5 ml, con o sin conservador.",,,,,
,020.000.2529.01,Vacuna recombinante contra la hepatitis B suspensión inyectable,"Cada dosis de 0.5 ml contiene: Antígeno de superficie del virus de la hepatitis B purificado DNA recombinante 5 μg Envase con 10 frascos ámpula con dosis de 0.5 ml, con o sin conservador.",,,,,
,020.000.3804.00,Vacuna doble viral (SR) contra sarampión y rubéola suspensión inyectable,"Cada dosis de 0.5 ml de vacuna reconstituida
contiene: Virus atenuados del sarampión cepa Edmonston-Zagreb (cultivados en células diploides humanas) o cepa Enders o cepa Schwarz (cultivados en fibroblastos de embrión de pollo) 3.0 log10 a 4.5 log10 DICC50 ó 1000 a 32000 DICC50 ó 103 a 3.2 x
104 DICC50 Virus atenuados de la rubeola cepa Wistar RA 27/3 (cultivados en células diploides humanas MRC-5 o WI-38) > 3.0 log10 DICC50 o > 1000 DICC50 o > 103
DICC50 Envase con liofilizado para una dosis
y diluyente.",,,,,
,020.000.3800.00,Vacuna doble viral (SR) contra sarampión y rubéola suspensión inyectable,"Cada dosis de 0.5 ml de vacuna reconstituida contiene: Virus atenuados del sarampión cepa Edmonston- Zagreb (cultivados en células diploides humanas) o cepa Enders o cepa Schwarz (cultivados en fibroblastos de embrión de pollo) 3.0 log10 a 4.5 log10 DICC50 o 1000 a 32000 DICC50 o 103 a 3.2 x
104 DICC50 Virus atenuados de la rubeola cepa Wistar RA 27/3 (cultivados en células diploides humanas MRC-5 o WI-38) > 3.0 log10 DICC50 o > 1000 DICC50 o > 103
DICC50 Envase con liofilizado para 10 dosis y diluyente.",,,,,
,020.000.3810.00,Toxoide tetánico y diftérico (Td) suspensión inyectable,Cada dosis de 0.5 ml contiene: Por,,,,,
,,,formulación de proceso Cada dosis de 0.5 ml,,,,,
,,,contiene: Toxoide diftérico no más de 5 Lf,,,,,
,,,Toxoide tetánico no más de 25 Lf o Por,,,,,
,,,potencia de producto terminado Cada dosis de,,,,,
,,,"0.5 ml contiene: Toxoide diftérico, Método de Reto No menos de 2 UI, Método de seroneutralización Mínimo 0.5 UI de",,,,,
,,,"antitoxina/ml de suero. Toxoide tetánico,",,,,,
,,,"Método de Reto No menos de 20 UI, Método",,,,,
,,,de seroneutralización Mínimo 2 UI de,,,,,
,,,antitoxina / ml de suero. Envase con frasco,,,,,
,,,ámpula con 5 ml (10 dosis).,,,,,
,020.000.3810.01,Toxoides tetánico y diftérico,Suspensión inyectable por formulación de proceso cada dosis de 0.5 ml. contiene: Toxoide diftérico no más de 5 Lf Toxoide diftérico no más de 25 Lf o Por potencia de producto terminado Cada dosis de 0.5 ml. contiene:,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,020.000.0146.00,Vacuna antineumocóccica solución inyectable,"Cada dosis de 0.5 ml contiene: Poliósidos purificados del Streptococcus pneumoniae serotipos 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14,15B, 17F, 18C, 19A, 19F, 20,
22F, 23F y 33F, cada uno con 25 μg. Envase con frasco ámpula de 0.5 ml",,,,,
,020.000.0146.01,Vacuna antineumocóccica solución inyectable,"Cada dosis de 0.5 ml contiene: Poliósidos purificados del Streptococcus pneumoniae serotipos 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14,15B, 17F, 18C, 19A, 19F, 20,
22F, 23F y 33F, cada uno con 25 μg. Envase con frasco ámpula de 2.5 ml.",,,,,
,020.000.0146.02,Vacuna antineumocóccica solución inyectable,"Cada dosis de 0.5 ml contiene: Poliósidos purificados del Streptococcus pneumoniae serotipos 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14,15B, 17F, 18C, 19A, 19F, 20,
22F, 23F y 33F, cada uno con 25 μg. Envase con jeringa prellenada de 0.5 ml.",,,,,
,020.000.3822.00,Vacuna antiinfluenza suspensión inyectable,Cada dosis de 0.5 ml contiene: Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas: A/California/7/2009 (H1N1) 15 µg HA A/Perth/16/2009 (H3N2) 15 µg HA Cepa análoga A/Wisconsin/15/2009 B/Brisbane/60/2008 15 µg HA Envase con frasco ámpula o jeringa prellenada con una dosis.,,,,,
,020.000.3822.01,Vacuna antiinfluenza suspensión inyectable,Cada dosis de 0.5 ml contiene: Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas: A/California/7/2009 (H1N1) 15 µg HA A/Perth/16/2009 (H3N2) 15 µg HA Cepa análoga A/Wisconsin/15/2009 B/Brisbane/60/2008 15 µg HA Envase con 1 frasco ámpula con 5 ml cada uno (10 dosis).,,,,,
,020.000.3822.02,Vacuna antiinfluenza suspensión inyectable,Cada dosis de 0.5 ml contiene: Fracciones antigénicas purificadas de virus de influenza inactivados correspondientes a las cepas: A/California/7/2009 (H1N1) 15 µg HA A/Perth/16/2009 (H3N2) 15 µg HA Cepa análoga A/Wisconsin/15/2009 B/Brisbane/60/2008 15 µg HA Envase con 10 frascos ámpula con 5 ml cada uno (10 dosis).,,,,,
,010.000.1732.00,Fitomenadiona solución o emulsion inyectable,Cada ampolleta contiene: Fitomenadiona 2 mg. Envase con 3 ampolletas de 0.2 ml.,,,,,
,010.000.1732.01,Fitomenadiona solución o emulsion inyectable,Cada ampolleta contiene: Fitomenadiona 2 mg. Envase con 5 ampolletas de 0.2 ml.,,,,,
,010.000.2821.00,Cloranfenicol solución oftálmica,Cada ml contiene: Cloranfenicol levógiro 5 mg. Envase con gotero integral con 15 ml.,,,,,
,010.000.5383.00,Multivitaminas (polivitaminas) y minerales jarabe,Frasco de 240 ml y dosificador,,,,,
,010.000.1704.00,Sulfato ferroso solución oral,Cada ml contiene: Sulfato ferroso heptahidratado 125 mg. equivalente a 25 mg. de hierro elemental. Envase gotero con 15 ml.,,,,,
,010.000.1345.00,Albendazol suspensión oral,Cada frasco contiene: Albendazol 400 mg. Envase con 20 ml.,,,,,
,060.308.0177,Condon masculino,De hule látex. Envase con 100 piezas.,,,,,
,010.000.1711.00,Ácido fólico tableta,Cada tableta contiene: Acido fólico 0.4 mg. Envase con 90 tabletas.,,,,,
,010.000.1700.00,Ácido fólico tableta,Cada tableta contiene: Acido fólico 4 mg. Envase con 90 tabletas.,,,,,
,010.000.2210.00,Levonorgestrel comprimido o tableta,Cada comprimido o tableta contiene: Levonorgestrel 0.750 mg. Envase con 2 comprimidos o tabletas.,,,,,
,010.000.1937.00,Ceftriaxona solución inyectable,Cada frasco ámpula con polvo contiene: Ceftriaxona sódica equivalente a 1 g de ceftriaxona. Envase con un frasco ámpula y 10 ml de diluyente.,,,,,
,010.000.1940.00,Doxiciclina cápsula o tableta,Cada cápsula o tableta contiene: Hiclato de doxiciclina equivalente a 100 mg. de doxicilina. Envase con 10 cápsulas o tabletas.,,,,,
,010.000.1971.00,Eritromicina cápsula o tableta,Cada cápsula o tableta contiene: Estearato de eritromicina equivalente a 500 mg. de eritromicina. Envase con 20 cápsulas o tabletas.,,,,,
,010.000.2128.00,Amoxicilina cápsula,Cada cápsula contiene: Amoxicilina trihidratada equivalente a 500 mg. de amoxicilina. Envase con 12 cápsulas.,,,,,
,010.000.2128.01,Amoxicilina cápsula,Cada cápsula contiene: Amoxicilina trihidratada equivalente a 500 mg. de amoxicilina. Envase con 15 cápsulas.,,,,,
,010.000.1308.00,Metronidazol tableta,Cada tableta contiene: Metronidazol 500 mg. Envase con 20 tabletas.,,,,,
,010.000.1308.01,Metronidazol tableta,Cada tableta contiene: Metronidazol 500 mg. Envase con 30 tabletas.,,,,,
,010.000.3417.00,Diclofenaco cápsula o gragea de liberación prolongada,Cada gragea contiene: Diclofenaco sódico 100 mg. Envase con 20 cápsulas o grageas.,,,,,
,010.000.3407.00,Naproxeno tableta,Cada tableta contiene: Naproxeno 250 mg. Envase con 30 tabletas.,,,,,
,010.000.1701.00,Fumarato ferroso tableta,Cada tableta contiene: Fumarato ferroso 200 mg. equivalente a 65.74 mg. de hierro elemental. Envase con 50 tabletas.,,,,,
,010.000.1702.00,Fumarato ferroso suspensión oral,Cada ml contiene: Fumarato ferroso 29 mg. equivalente a 9.53 mg. de hierro elemental. Envase con 120 ml.,,,,,
,010.000.1703.00,Sulfato ferroso tableta,Cada tableta contiene: Sulfato ferroso desecado aproximadamente 200 mg. equivalente a 60.27 mg. de hierro elemental. Envase con 30 tabletas.,,,,,
,010.000.1704.00,Sulfato ferroso solución oral,Cada ml contiene: Sulfato ferroso heptahidratado 125 mg. equivalente a 25 mg. de hierro elemental. Envase gotero con 15 ml.,,,,,
,010.000.1708.00,Hidroxocobalamina solución inyectable,Cada ampolleta o frasco ámpula con solución o liofilizado contiene: Hidroxocobalamina 100 μg Envase con 3 ampolletas de 2 ml o frasco ámpula y diluyente.,,,,,
,010.000.1706.00,Ácido fólico tableta,Cada tableta contiene: Ácido fólico 5 mg. Envase con 20 tabletas,,,,,
,010.000.1706.01,Ácido fólico tableta,Cada tableta contiene: Ácido fólico 5 mg. Envase con 92 tabletas,,,,,
,010.000.4376.00,"Multivitaminas (polivitaminas) y minerales tableta, capsula o gragea","Envase con 30 tabletas, cápsulas o grageas.",,,,,
,010.000.5383.00,Multivitaminas (polivitaminas) y minerales jarabe,Frasco de 240 ml y dosificador,,,,,
,010.000.1098.00,"Vitaminas A ,C y D Solución","Cada ml contiene: Palmitato de Retinol 7000 a 9000 UI Ácido ascórbico 80 a 125 mg.
Colecalciferol 1400 a 1800 UI Envase con 15 ml.",,,,,
,010.000.2191.00,Vitamina a cápsula,Cada cápsula contiene: Vitamina A 50 000 UI Envase con 40 cápsulas.,,,,,
,020.000.3835.00,Vitamina a solución,Cada dosis contiene: Palmitato de vitamina A (retinol) 200 000 UI Envase con 25 dosis.,,,,,
,020.000.3835.01,Vitamina a solución,Cada dosis contiene: Palmitato de vitamina A (retinol) 200 000 UI Envase con 50 dosis,,,,,
,010.000.0104.00,Paracetamol tableta,Cada tableta contiene: Paracetamol 500 mg. Envase con 10 tabletas.,,,,,
,010.000.0105.00,Paracetamol supositorio,Cada supositorio contiene: Paracetamol 300 mg. Envase con 3 supositorios.,,,,,
,010.000.0106.00,Paracetamol solución oral,"Cada ml contiene: Paracetamol 100 mg. Envase con 15 ml, gotero calibrado a 0.5 y 1 ml, integrado o adjunto al envase que sirve de tapa.",,,,,
,010.000.1971.00,Eritromicina cápsula o tableta,Cada cápsula o tableta contiene: Estearato de eritromicina equivalente a 500 mg. de eritromicina. Envase con 20 cápsulas o tabletas.,,,,,
,010.000.1972.00,Eritromicina suspensión oral,Cada 5 ml contienen: Estearato o etilsuccinato o estolato de eritromicina equivalente a 250 mg. de eritromicina. Envase con polvo para 100 ml y dosificador.,,,,,
,010.000.1938.00,Bencilpenicilina benzatínica compuesta suspensión inyectable,Cada frasco ámpula con polvo contiene: Benzatina bencilpenicilina equivalente a 600 000 UI de bencilpenicilina Bencilpenicilina procaínica equivalente a 300 000 UI de bencilpenicilina Bencilpenicilina cristalina equivalente a 300 000 UI de bencilpenicilina Envase con un frasco ámpula y diluyente con 3 ml,,,,,
,010.000.1925.00,Benzatina bencilpenicilina suspensión inyectable,Cada frasco ámpula con polvo contiene: Benzatina bencilpenicilina equivalente a 1 200 000 UI de bencilpenicilina. Envase con un frasco ámpula y 5 ml de diluyente.,,,,,
,010.000.0104.00,Paracetamol tableta,Cada tableta contiene: Paracetamol 500 mg. Envase con 10 tabletas.,,,,,
,010.000.1098.00,"Vitaminas A ,C y D Solución","Cada ml contiene: Palmitato de Retinol 7000 a 9000 UI Ácido ascórbico 80 a 125 mg.
Colecalciferol 1400 a 1800 UI Envase con 15 ml.",,,,,
,010.000.0106.00,Paracetamol solución oral,"Cada ml contiene: Paracetamol 100 mg. Envase con 15 ml, gotero calibrado a 0.5 y 1 ml, integrado o adjunto al envase que sirve de tapa.",,,,,
,010.000.0104.00,Paracetamol tableta,Cada tableta contiene: Paracetamol 500 mg. Envase con 10 tabletas.,,,,,
,010.000.0106.00,Paracetamol solución oral,"Cada ml contiene: Paracetamol 100 mg. Envase con 15 ml, gotero calibrado a 0.5 y 1 ml, integrado o adjunto al envase que sirve de tapa.",,,,,
,010.000.4263.00,Aciclovir comprimido o tableta,Cada comprimido o tableta contiene: Aciclovir 200 mg. Envase con 25 comprimidos o tabletas.,,,,,
,010.000.2126.00,Aciclovir comprimido o tableta,Cada comprimido o tableta contiene: Aciclovir 400 mg. Envase con 35 comprimidos o tabletas.,,,,,
,010.000.4264.00,Aciclovir solución inyectable,Cada frasco ámpula con liofilizado contiene: Aciclovir sódico equivalente a 250 mg. de aciclovir. Envases con 5 frascos ámpula.,,,,,
